room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
3211036,1436,6846830,Shared room,,San Diego,,Gaslamp Quarter,1,0.0,1,1.0,,40.0,,2017-07-12 05:19:15.470440,32.71042,-117.161173,0101000020E6100000E3FF8EA8504A5DC05036E50AEF5A4040
6766544,1436,6846830,Shared room,,San Diego,,Marina,1,0.0,1,1.0,,40.0,,2017-07-12 05:19:15.467927,32.712442,-117.162762,0101000020E610000005C24EB16A4A5DC0FF25A94C315B4040
19750074,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,40.0,,2017-07-12 05:19:15.463503,32.798822,-117.257255,0101000020E6100000E1EEACDD76505DC0A4A99ECC3F664040
19455173,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,14,1.0,,45.0,,2017-07-12 05:19:11.363081,32.797742,-117.255437,0101000020E61000000E4C6E1459505DC0A452EC681C664040
19366905,1436,135271319,Shared room,,San Diego,,Pacific Beach,3,4.5,14,1.0,,45.0,,2017-07-12 05:19:11.357331,32.797311,-117.256842,0101000020E6100000508F6D1970505DC0DBDE6E490E664040
19750486,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,45.0,,2017-07-12 05:19:11.355100,32.797184,-117.257388,0101000020E61000008198840B79505DC07E7214200A664040
19750701,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,45.0,,2017-07-12 05:19:11.351501,32.798805,-117.255539,0101000020E610000090F63FC05A505DC0CE70033E3F664040
19750679,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,45.0,,2017-07-12 05:19:11.349142,32.79931,-117.257112,0101000020E610000030DAE38574505DC0D1AE42CA4F664040
19750636,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,45.0,,2017-07-12 05:19:11.346755,32.799193,-117.257145,0101000020E61000001D554D1075505DC09818CBF44B664040
19750597,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,45.0,,2017-07-12 05:19:11.338751,32.79921,-117.257589,0101000020E6100000CCB392567C505DC06E5166834C664040
19750555,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,45.0,,2017-07-12 05:19:11.336622,32.797205,-117.257343,0101000020E6100000B136C64E78505DC0959A3DD00A664040
19750448,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,45.0,,2017-07-12 05:19:11.334544,32.799111,-117.257097,0101000020E610000095B9F94674505DC0DB6FED4449664040
19750404,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,45.0,,2017-07-12 05:19:11.332374,32.799167,-117.256007,0101000020E610000003232F6B62505DC06E85B01A4B664040
3373877,1436,6846830,Shared room,,San Diego,,Core,10,4.5,1,1.0,,40.0,,2017-07-12 05:19:11.329583,32.712865,-117.162548,0101000020E6100000EF01BA2F674A5DC045BB0A293F5B4040
19750360,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,45.0,,2017-07-12 05:19:11.325558,32.799014,-117.255459,0101000020E6100000029EB47059505DC0E8853B1746664040
13472856,1436,71547544,Shared room,,San Diego,,Otay Ranch,0,0.0,2,1.0,,45.0,,2017-07-12 05:19:06.972831,32.626928,-116.989164,0101000020E61000005B9885764E3F5DC02D793C2D3F504040
7111283,1436,36768715,Shared room,,San Diego,,Grant Hill,1,0.0,2,1.0,,53.0,,2017-07-12 05:19:06.970101,32.709674,-117.135396,0101000020E61000009700FC53AA485DC02769FE98D65A4040
15534856,1436,7157942,Shared room,,San Diego,,Loma Portal,0,0.0,2,1.0,,50.0,,2017-07-12 05:19:06.966538,32.754486,-117.226677,0101000020E610000058703FE0814E5DC01AA54BFF92604040
8015773,1436,42066730,Shared room,,San Diego,,Ocean Beach,0,0.0,2,1.0,,60.0,,2017-07-12 05:19:06.963353,32.751396,-117.247132,0101000020E6100000E272BC02D14F5DC0302C7FBE2D604040
14520918,1436,975214,Shared room,,San Diego,,Pacific Beach,1,0.0,2,1.0,,45.0,,2017-07-12 05:19:06.960457,32.800666,-117.229989,0101000020E6100000255CC823B84E5DC0738236397C664040
17885612,1436,35672112,Shared room,,San Diego,,La Jolla,0,0.0,6,1.0,,40.0,,2017-07-12 05:19:06.957375,32.829184,-117.277552,0101000020E61000001FBC7669C3515DC0E82E89B3226A4040
19087090,1436,133303210,Shared room,,San Diego,,Eastlake Woods,1,0.0,2,1.0,,55.0,,2017-07-12 05:19:06.954134,32.654295,-116.951469,0101000020E61000001A8A3BDEE43C5DC0D97745F0BF534040
13673011,1436,79540688,Shared room,,San Diego,,Ocean Beach,0,0.0,1,1.0,,60.0,,2017-07-12 05:19:06.950874,32.752657,-117.244376,0101000020E610000059FB3BDBA34F5DC0800D881057604040
12029188,1436,64378782,Shared room,,San Diego,,Pacific Beach,4,5.0,1,1.0,,40.0,,2017-07-12 05:19:06.944270,32.798077,-117.233068,0101000020E6100000A06F0B96EA4E5DC04B581B6327664040
15436504,1436,64434828,Shared room,,San Diego,,Pacific Beach,8,5.0,4,1.0,,44.0,,2017-07-12 05:19:06.940847,32.792349,-117.255925,0101000020E6100000A54E401361505DC0580229B16B654040
19095234,1436,133380619,Shared room,,San Diego,,Otay Ranch,0,0.0,3,1.0,,45.0,,2017-07-12 05:19:06.937945,32.62293,-116.98362,0101000020E610000042EC4CA1F33E5DC040D9942BBC4F4040
15912875,1436,38256467,Shared room,,San Diego,,Mission Bay,5,5.0,2,1.0,,50.0,,2017-07-12 05:19:06.934121,32.792876,-117.244455,0101000020E6100000FF959526A54F5DC043E4F4F57C654040
14573463,1436,33494433,Shared room,,San Diego,,Memorial,8,5.0,2,1.0,,42.0,,2017-07-12 05:19:06.930988,32.704036,-117.130122,0101000020E61000005E9F39EB53485DC0749A05DA1D5A4040
8538168,1436,40546733,Shared room,,San Diego,,Ocean Beach,0,0.0,1,1.0,,42.0,,2017-07-12 05:19:06.920889,32.744516,-117.252202,0101000020E6100000177FDB1324505DC0A3ACDF4C4C5F4040
7113690,1436,36768715,Shared room,,San Diego,,Grant Hill,4,4.5,2,1.0,,58.0,,2017-07-12 05:19:03.803047,32.710754,-117.135659,0101000020E61000001E1A16A3AE485DC027C0B0FCF95A4040
19645060,1436,138277075,Shared room,,San Diego,,Encanto,0,0.0,2,1.0,,45.0,,2017-07-12 05:19:03.800596,32.709575,-117.063581,0101000020E610000068E90AB611445DC09487855AD35A4040
2539600,1436,12624628,Shared room,,San Diego,,Normal Heights,1,0.0,3,1.0,,52.0,,2017-07-12 05:19:03.796826,32.761598,-117.117895,0101000020E61000002A5778978B475DC07959130B7C614040
1404080,1436,7577799,Shared room,,San Diego,,Webster,6,5.0,1,1.0,,50.0,,2017-07-12 05:19:03.789019,32.727797,-117.092351,0101000020E61000002F302B14E9455DC03F90BC73285D4040
19452585,1436,134926404,Shared room,,San Diego,,Clairemont Mesa,0,0.0,2,1.0,,50.0,,2017-07-12 05:19:03.786811,32.817193,-117.178739,0101000020E610000043E1B375704B5DC094C2BCC799684040
8933297,1436,18878630,Shared room,,San Diego,,Pacific Beach,13,5.0,1,1.0,,42.0,,2017-07-12 05:19:03.780189,32.803451,-117.238333,0101000020E6100000AF230ED9404F5DC021787C7BD7664040
7112864,1436,22022285,Shared room,,San Diego,,Midtown,5,4.5,1,1.0,,45.0,,2017-07-12 05:19:03.777425,32.748995,-117.151034,0101000020E610000061A5828AAA495DC00BEF7211DF5F4040
14010194,1436,49119394,Shared room,,San Diego,,Pacific Beach,4,5.0,1,1.0,,45.0,,2017-07-12 05:19:03.773046,32.805365,-117.219624,0101000020E6100000AB5AD2510E4E5DC0E92B483316674040
18814278,1436,25180529,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,49.0,,2017-07-12 05:19:03.765131,32.793277,-117.244527,0101000020E61000004CFF9254A64F5DC0A2D5C9198A654040
16570807,1436,5760800,Shared room,,San Diego,,Bay Park,3,4.5,1,1.0,,44.0,,2017-07-12 05:19:02.508484,32.798794,-117.198224,0101000020E61000001152B7B3AF4C5DC0DA1EBDE13E664040
18190594,1436,27480948,Shared room,,San Diego,,Ocean Beach,0,0.0,2,1.0,,50.0,,2017-07-12 05:19:02.506324,32.751342,-117.252273,0101000020E61000007C2AA73D25505DC03D0E83F92B604040
14027180,1436,32546434,Shared room,,San Diego,,Midtown,1,0.0,1,1.0,,50.0,,2017-07-12 05:19:02.503008,32.740962,-117.159865,0101000020E61000009AB1683A3B4A5DC015CAC2D7D75E4040
15857944,1436,88967363,Shared room,,San Diego,,Jomacha-Lomita,3,4.0,3,1.0,,50.0,,2017-07-12 05:19:02.500387,32.712863,-117.038389,0101000020E6100000ACE122F774425DC0A4C343183F5B4040
5069562,1436,9453392,Shared room,,San Diego,,Pacific Beach,108,5.0,2,1.0,,45.0,,2017-07-12 05:19:02.497483,32.795152,-117.246766,0101000020E6100000F1F09E03CB4F5DC0ACAC6D8AC7654040
18155123,1436,125196930,Shared room,,San Diego,,City Heights East,0,0.0,1,1.0,,60.0,,2017-07-12 05:19:02.494550,32.743297,-117.093336,0101000020E610000086E28E37F9455DC0821B295B245F4040
19245209,1436,134738779,Shared room,,San Diego,,East Village,0,0.0,1,1.0,,58.0,,2017-07-12 05:19:02.492284,32.711081,-117.158146,0101000020E6100000917F66101F4A5DC04BE7C3B3045B4040
13961101,1436,83181950,Shared room,,San Diego,,North Hills,9,5.0,1,1.0,,50.0,,2017-07-12 05:19:02.489240,32.750562,-117.139123,0101000020E6100000C5C72764E7485DC068CF656A12604040
19029644,1436,93039874,Shared room,,San Diego,,Bay Park,6,4.5,5,1.0,,50.0,,2017-07-12 05:19:02.484016,32.791581,-117.203614,0101000020E61000007FC00303084D5DC04791B58652654040
6263202,1436,3906672,Shared room,,San Diego,,La Jolla,52,5.0,2,1.0,,50.0,,2017-07-12 05:19:02.479639,32.862226,-117.237565,0101000020E6100000276BD443344F5DC065E1EB6B5D6E4040
9067929,1436,17618378,Shared room,,San Diego,,Clairemont Mesa,6,5.0,2,1.0,,58.0,,2017-07-12 05:19:02.475449,32.80846,-117.159887,0101000020E61000008E03AF963B4A5DC0E40F069E7B674040
19478735,1436,136695616,Shared room,,San Diego,,University City,0,0.0,1,1.0,,42.0,,2017-07-12 05:19:02.473145,32.871231,-117.216518,0101000020E6100000B33F506EDB4D5DC07521567F846F4040
18059028,1436,5327059,Shared room,,San Diego,,Marina,7,5.0,2,1.0,,49.0,,2017-07-12 05:19:02.466500,32.710934,-117.161741,0101000020E6100000085BECF6594A5DC0A7CEA3E2FF5A4040
18631680,1436,129442170,Shared room,,San Diego,,Pacific Beach,5,5.0,2,1.0,,55.0,,2017-07-12 05:19:02.464357,32.803063,-117.252379,0101000020E61000009FCC3FFA26505DC057D0B4C4CA664040
13098043,1436,2834954,Shared room,,San Diego,,Midtown,7,5.0,1,1.0,,10.0,,2017-07-12 05:18:59.230130,32.74721,-117.15248,0101000020E6100000D252793BC2495DC0419FC893A45F4040
9171750,1436,3324885,Shared room,,San Diego,,Cortez Hill,9,5.0,1,1.0,,34.0,,2017-07-12 05:18:59.222099,32.723156,-117.165433,0101000020E6100000772B4B74964A5DC0FEF33460905C4040
5303006,1436,3324885,Shared room,,San Diego,,Cortez Hill,6,4.5,1,1.0,,36.0,,2017-07-12 05:18:59.219779,32.722491,-117.165542,0101000020E61000005307793D984A5DC0C153C8957A5C4040
1030335,1436,3324885,Shared room,,San Diego,,Midtown,32,4.5,6,1.0,,28.0,,2017-07-12 05:18:59.216664,32.745434,-117.159264,0101000020E610000087DBA161314A5DC0CAA99D616A5F4040
785596,1436,3324885,Shared room,,San Diego,,Midtown,48,5.0,4,1.0,,31.0,,2017-07-12 05:18:59.213872,32.746778,-117.159895,0101000020E6100000D0F23CB83B4A5DC0A7AFE76B965F4040
17209379,1436,2834954,Shared room,,San Diego,,Midtown,10,5.0,2,1.0,,10.0,,2017-07-12 05:18:56.957177,32.74689,-117.15108,0101000020E610000019C5724BAB495DC0CFDA6D179A5F4040
960200,1436,3324885,Shared room,,San Diego,,Cortez Hill,16,5.0,1,1.0,,32.0,,2017-07-12 05:18:56.954172,32.723858,-117.165363,0101000020E6100000FB3DB14E954A5DC057790261A75C4040
5302973,1436,3324885,Shared room,,San Diego,,Cortez Hill,14,5.0,1,1.0,,38.0,,2017-07-12 05:18:56.951389,32.722517,-117.165635,0101000020E6100000AB048BC3994A5DC0EBE6E26F7B5C4040
17450473,1436,115936212,Shared room,,San Diego,,University City,4,5.0,1,1.0,,15.0,,2017-07-12 05:18:56.947139,32.864438,-117.215214,0101000020E61000000CE9F010C64D5DC0B7B585E7A56E4040
17009323,1436,2834954,Shared room,,San Diego,,Midtown,15,5.0,1,1.0,,10.0,,2017-07-12 05:18:56.944576,32.748708,-117.150984,0101000020E6100000088ECBB8A9495DC07520EBA9D55F4040
10441315,1436,6846830,Shared room,,San Diego,,Marina,0,0.0,1,1.0,,25.0,,2017-07-12 05:18:56.940428,32.710486,-117.16277,0101000020E610000046B1DCD26A4A5DC008228B34F15A4040
17415717,1436,2834954,Shared room,,San Diego,,Midtown,14,5.0,2,1.0,,10.0,,2017-07-12 05:18:56.938138,32.746844,-117.150832,0101000020E61000002DCC423BA7495DC05F9B8D95985F4040
19681766,1436,61882124,Shared room,,San Diego,,Sorrento Valley,0,0.0,1,1.0,,38.0,,2017-07-12 05:18:56.932023,32.880462,-117.212929,0101000020E6100000AED7F4A0A04D5DC075AF93FAB2704040
10436039,1436,6846830,Shared room,,San Diego,,Gaslamp Quarter,0,0.0,1,1.0,,25.0,,2017-07-12 05:18:56.927494,32.712453,-117.161536,0101000020E61000001B48179B564A5DC0F277EFA8315B4040
7161384,1436,6846830,Shared room,,San Diego,,Marina,0,0.0,1,1.0,,40.0,,2017-07-12 05:18:56.925189,32.711877,-117.162654,0101000020E610000012A452EC684A5DC026E318C91E5B4040
15343585,1436,24910958,Shared room,,San Diego,,Southcrest,0,0.0,1,1.0,,35.0,,2017-07-12 05:18:56.922664,32.687938,-117.11215,0101000020E6100000C58F31772D475DC07CD6355A0E584040
7161440,1436,6846830,Shared room,,San Diego,,Marina,0,0.0,1,1.0,,40.0,,2017-07-12 05:18:56.920045,32.710738,-117.162705,0101000020E610000053793BC2694A5DC021037976F95A4040
11461850,1436,60285573,Shared room,,San Diego,,Mission Bay,0,0.0,1,1.0,,30.0,,2017-07-12 05:18:53.737460,32.789443,-117.240775,0101000020E610000071AC8BDB684F5DC02F87DD770C654040
3134239,1436,6846830,Shared room,,San Diego,,Marina,2,0.0,1,1.0,,40.0,,2017-07-12 05:18:53.733243,32.710372,-117.162859,0101000020E6100000FEB627486C4A5DC03FFF3D78ED5A4040
3154532,1436,6846830,Shared room,,San Diego,,Gaslamp Quarter,3,4.5,1,1.0,,40.0,,2017-07-12 05:18:53.731122,32.712289,-117.161369,0101000020E6100000A565A4DE534A5DC0782634492C5B4040
14256398,1436,43531949,Shared room,,San Diego,,Scripps Ranch,2,0.0,2,1.0,,35.0,,2017-07-12 05:18:53.728460,32.916694,-117.110735,0101000020E610000072E1404816475DC03F389F3A56754040
7159403,1436,6846830,Shared room,,San Diego,,Marina,3,5.0,1,1.0,,40.0,,2017-07-12 05:18:53.725588,32.710996,-117.161655,0101000020E6100000088F368E584A5DC01DCBBBEA015B4040
3211214,1436,6846830,Shared room,,San Diego,,Marina,0,0.0,1,1.0,,40.0,,2017-07-12 05:18:53.721992,32.711638,-117.162862,0101000020E6100000B7F0BC546C4A5DC0A14B38F4165B4040
960221,1436,3324885,Shared room,,San Diego,,Midtown,13,4.5,1,1.0,,39.0,,2017-07-12 05:18:53.714263,32.747106,-117.160187,0101000020E6100000A38FF980404A5DC09C525E2BA15F4040
14054279,1436,84308868,Shared room,,San Diego,,Bird Land,5,4.5,1,1.0,,33.0,,2017-07-12 05:18:53.710604,32.800878,-117.154464,0101000020E6100000331AF9BCE2495DC0FE0A992B83664040
15343633,1436,24910958,Shared room,,San Diego,,Southcrest,0,0.0,1,1.0,,39.0,,2017-07-12 05:18:53.708585,32.687132,-117.11135,0101000020E6100000371AC05B20475DC07D04FEF0F3574040
1285153,1436,3324885,Shared room,,San Diego,,Cortez Hill,42,4.5,6,1.0,,35.0,,2017-07-12 05:18:53.693855,32.72314,-117.165454,0101000020E610000083BF5FCC964A5DC0F836FDD98F5C4040
12612312,1436,28081475,Shared room,,San Diego,,Rancho Penasquitos,6,4.5,8,1.0,,32.0,,2017-07-12 05:18:53.691000,32.957873,-117.1462,0101000020E610000036AB3E575B495DC0575C1C959B7A4040
7563929,1436,39653172,Shared room,,San Diego,,University City,1,0.0,1,1.0,,36.0,,2017-07-12 05:18:53.682874,32.875066,-117.216754,0101000020E6100000BD512B4CDF4D5DC0B7EBA52902704040
9463483,1436,6846830,Shared room,,San Diego,,Gaslamp Quarter,1,0.0,1,1.0,,25.0,,2017-07-12 05:18:50.352675,32.712213,-117.161442,0101000020E6100000DA8CD310554A5DC09D64ABCB295B4040
19736844,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,40.0,,2017-07-12 05:18:50.344876,32.797558,-117.256083,0101000020E6100000F183F3A963505DC0E3546B6116664040
19749776,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,40.0,,2017-07-12 05:18:50.342861,32.799246,-117.255595,0101000020E61000005A8121AB5B505DC0BABA63B14D664040
6766715,1436,6846830,Shared room,,San Diego,,Gaslamp Quarter,1,0.0,1,1.0,,40.0,,2017-07-12 05:18:50.336166,32.712091,-117.161893,0101000020E6100000E31C75745C4A5DC0526342CC255B4040
3154689,1436,6846830,Shared room,,San Diego,,Marina,1,0.0,1,1.0,,40.0,,2017-07-12 05:18:50.333119,32.71159,-117.161563,0101000020E6100000984F560C574A5DC090149161155B4040
3215249,1436,6846830,Shared room,,San Diego,,Marina,1,0.0,1,1.0,,40.0,,2017-07-12 05:18:50.330528,32.712346,-117.162198,0101000020E6100000815EB873614A5DC0DCB75A272E5B4040
7161418,1436,6846830,Shared room,,San Diego,,Marina,2,0.0,1,1.0,,40.0,,2017-07-12 05:18:50.327873,32.712434,-117.162712,0101000020E6100000ACAA97DF694A5DC07C478D09315B4040
7161311,1436,6846830,Shared room,,San Diego,,Marina,1,0.0,1,1.0,,40.0,,2017-07-12 05:18:50.322848,32.710099,-117.162446,0101000020E61000006D57E883654A5DC00EF62686E45A4040
10429389,1436,6846830,Shared room,,San Diego,,Marina,0,0.0,1,1.0,,25.0,,2017-07-12 05:18:46.040754,32.71072,-117.161406,0101000020E610000034D8D479544A5DC07B4E7ADFF85A4040
19734051,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,40.0,,2017-07-12 05:18:46.038496,32.797401,-117.257455,0101000020E6100000444C89247A505DC01B66683C11664040
10441486,1436,6846830,Shared room,,San Diego,,Marina,0,0.0,1,1.0,,25.0,,2017-07-12 05:18:46.036581,32.711761,-117.162226,0101000020E6100000E62329E9614A5DC0BDC804FC1A5B4040
17561548,1436,2834954,Shared room,,San Diego,,East Village,6,5.0,2,1.0,,10.0,,2017-07-12 05:18:46.033070,32.71227,-117.15922,0101000020E6100000A03715A9304A5DC001F6D1A92B5B4040
19736906,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,40.0,,2017-07-12 05:18:46.029409,32.797056,-117.257486,0101000020E6100000624B8FA67A505DC0508A56EE05664040
7203826,1436,36768715,Shared room,,San Diego,,Grant Hill,8,4.5,1,1.0,,38.0,,2017-07-12 05:18:46.023891,32.710605,-117.13482,0101000020E610000031B610E4A0485DC0E2AFC91AF55A4040
10441449,1436,6846830,Shared room,,San Diego,,Marina,0,0.0,1,1.0,,25.0,,2017-07-12 05:18:46.021866,32.710493,-117.163009,0101000020E610000009FD4CBD6E4A5DC0BA84436FF15A4040
19750125,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,40.0,,2017-07-12 05:18:46.019872,32.799033,-117.257611,0101000020E6100000C005D9B27C505DC05FB69DB646664040
3791859,1436,3324885,Shared room,,San Diego,,Little Italy,62,5.0,8,1.0,,28.0,,2017-07-12 05:18:46.017274,32.721913,-117.165905,0101000020E61000008B4F01309E4A5DC054C72AA5675C4040
13452782,1436,39318103,Shared room,,San Diego,,Normal Heights,3,4.0,1,1.0,,23.0,,2017-07-12 05:18:46.014313,32.760759,-117.121448,0101000020E6100000890AD5CDC5475DC09F91088D60614040
1285145,1436,3324885,Shared room,,San Diego,,Midtown,34,5.0,1,1.0,,34.0,,2017-07-12 05:18:46.011460,32.746642,-117.158392,0101000020E6100000ADFC3218234A5DC0F7E80DF7915F4040
9463507,1436,6846830,Shared room,,San Diego,,Marina,1,0.0,1,1.0,,25.0,,2017-07-12 05:18:46.008849,32.712542,-117.162543,0101000020E6100000664CC11A674A5DC062838593345B4040
10441420,1436,6846830,Shared room,,San Diego,,Marina,0,0.0,1,1.0,,25.0,,2017-07-12 05:18:46.006831,32.710981,-117.161314,0101000020E6100000C498F4F7524A5DC0E789E76C015B4040
19749292,1436,135271319,Shared room,,San Diego,,Pacific Beach,0,0.0,1,1.0,,40.0,,2017-07-12 05:18:46.002412,32.797479,-117.256904,0101000020E61000008B8D791D71505DC0971FB8CA13664040
10576701,1436,28422176,Shared room,,San Diego,,East Village,10,4.5,4,1.0,,34.0,,2017-07-12 05:18:44.849875,32.71298,-117.157533,0101000020E61000009CC24A05154A5DC0DE59BBED425B4040
19034303,1436,74307111,Shared room,,San Diego,,Mission Bay,0,0.0,1,1.0,,25.0,,2017-07-12 05:18:44.844605,32.772848,-117.25088,0101000020E61000001CCEFC6A0E505DC0B763EAAEEC624040
18894456,1436,74307111,Shared room,,San Diego,,Mission Bay,1,0.0,8,1.0,,25.0,,2017-07-12 05:18:44.842453,32.773167,-117.252361,0101000020E61000004B72C0AE26505DC058ACE122F7624040
5550639,1436,28422176,Shared room,,San Diego,,East Village,45,4.0,4,1.0,,34.0,,2017-07-12 05:18:44.839631,32.710741,-117.156287,0101000020E61000008F72309B004A5DC09276A38FF95A4040
19115636,1436,74307111,Shared room,,San Diego,,Mission Bay,0,0.0,8,1.0,,25.0,,2017-07-12 05:18:44.835708,32.772954,-117.251876,0101000020E61000006DA983BC1E505DC0FCA71B28F0624040
10542020,1436,28422176,Shared room,,San Diego,,Core,44,4.5,4,1.0,,34.0,,2017-07-12 05:18:44.832343,32.715854,-117.157982,0101000020E6100000D4D688601C4A5DC0FB5A971AA15B4040
19035931,1436,74307111,Shared room,,San Diego,,Mission Bay,0,0.0,6,1.0,,25.0,,2017-07-12 05:18:44.828591,32.77245,-117.250426,0101000020E61000005C04C6FA06505DC0C9E53FA4DF624040
15040604,1436,27598076,Shared room,,San Diego,,Loma Portal,11,5.0,4,1.0,,25.0,,2017-07-12 05:18:44.825695,32.748782,-117.227878,0101000020E6100000965E9B8D954E5DC0AFEAAC16D85F4040
17408097,1436,2834954,Shared room,,San Diego,,Midtown,9,5.0,2,1.0,,10.0,,2017-07-12 05:18:44.823302,32.747798,-117.150905,0101000020E610000062F3716DA8495DC0D20149D8B75F4040
19034616,1436,74307111,Shared room,,San Diego,,Mission Bay,0,0.0,6,1.0,,25.0,,2017-07-12 05:18:44.819320,32.771099,-117.250644,0101000020E610000012BC218D0A505DC0397D3D5FB3624040
15024152,1436,27598076,Shared room,,San Diego,,Loma Portal,13,4.5,4,1.0,,25.0,,2017-07-12 05:18:44.815196,32.750364,-117.225925,0101000020E61000005396218E754E5DC0410C74ED0B604040
17958401,1436,2834954,Shared room,,San Diego,,Midtown,10,5.0,8,1.0,,20.0,,2017-07-12 05:18:44.812127,32.747115,-117.15289,0101000020E6100000AB7823F3C8495DC0EFACDD76A15F4040
10441140,1436,6846830,Shared room,,San Diego,,Marina,1,0.0,1,1.0,,25.0,,2017-07-12 05:18:39.693613,32.710687,-117.162654,0101000020E610000012A452EC684A5DC09F58A7CAF75A4040
17927210,1436,2834954,Shared room,,San Diego,,Midtown,9,5.0,1,1.0,,15.0,,2017-07-12 05:18:39.691265,32.747191,-117.152446,0101000020E6100000FC19DEACC1495DC0CA6E66F4A35F4040
9463342,1436,6846830,Shared room,,San Diego,,Marina,9,4.5,1,1.0,,25.0,,2017-07-12 05:18:39.688799,32.71094,-117.162257,0101000020E610000003232F6B624A5DC089B5F814005B4040
14726923,1436,2834954,Shared room,,San Diego,,Midtown,20,5.0,2,1.0,,22.0,,2017-07-12 05:18:39.686157,32.748661,-117.151293,0101000020E610000047C7D5C8AE495DC03465A71FD45F4040
9450068,1436,28422176,Shared room,,San Diego,,Gaslamp Quarter,48,4.5,4,1.0,,32.0,,2017-07-12 05:18:39.681738,32.711275,-117.160423,0101000020E6100000ADA1D45E444A5DC030BB270F0B5B4040
12632530,1436,2834954,Shared room,,San Diego,,East Village,30,4.5,2,1.0,,19.0,,2017-07-12 05:18:39.679176,32.71371,-117.1589,0101000020E610000067D5E76A2B4A5DC0016A6AD95A5B4040
18394652,1436,2834954,Shared room,,San Diego,,Midtown,19,5.0,2,1.0,,14.0,,2017-07-12 05:18:39.677060,32.746739,-117.150933,0101000020E6100000C7B8E2E2A8495DC0E9D2BF24955F4040
